episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
3001, -2.738687038421631, 4, 0.3831908409920288, 1, 1083357,                                             1000000, 0.0, 2227.006103515625
3002, 682.4411190748215, 1, 24.780136176996166, 447, 1083804,                                             1000000, 0.0, 4794.54833984375
3003, -2452.4476838111877, 2, 2.7083158289897256, 46, 1083850,                                             1000000, 0.0, 6994.26416015625
3004, 463.3574089407921, 1, 27.193284435998066, 492, 1084342,                                             1000000, 0.0, 5299.69677734375
3005, -4897.223085284233, 2, 15.338983103996725, 287, 1084629,                                             1000000, 0.0, 5261.3203125
3006, 2045.3036074638367, 1, 7.921845348988427, 144, 1084773,                                             1000000, 0.0, 4398.87451171875
3007, 1874.1524784564972, 1, 10.953015549996053, 206, 1084979,                                             1000000, 0.0, 6249.85009765625
3008, -2645.647426843643, 3, 6.519183204000001, 115, 1085094,                                             1000000, 0.0, 4138.79248046875
3009, -3120.685233950615, 2, 12.554479503989569, 229, 1085323,                                             1000000, 0.0, 4767.23681640625
3010, 1592.7229520082474, 1, 14.136859751000884, 257, 1085580,                                             1000000, 0.0, 4806.2734375
3011, -1113.2837279736996, 1, 16.793808729999, 315, 1085895,                                             1000000, 0.0, 4844.697265625
3012, 531.9110775589943, 1, 13.13248496199958, 246, 1086141,                                             1000000, 0.0, 5142.904296875
3013, -2978.9507954120636, 2, 8.743593898005201, 157, 1086298,                                             1000000, 0.0, 4841.70654296875
3014, 2021.9786831140518, 1, 6.9347255200118525, 132, 1086430,                                             1000000, 0.0, 4790.59619140625
3015, 1606.9056546092033, 1, 17.352031374990474, 331, 1086761,                                             1000000, 0.0, 5113.96923828125
3016, 576.9367393553257, 1, 27.58898861000489, 515, 1087276,                                             1000000, 0.0, 4967.43603515625
3017, -3307.43129080534, 2, 8.921761367993895, 165, 1087441,                                             1000000, 0.0, 5859.65869140625
3018, -3159.5579758882523, 3, 14.159109610991436, 271, 1087712,                                             1000000, 0.0, 5835.55419921875
3019, 2119.2860190868378, 1, 5.934525823002332, 111, 1087823,                                             1000000, 0.0, 4740.22509765625
3020, -3075.9477249979973, 3, 13.152989388996502, 244, 1088067,                                             1000000, 0.0, 5820.833984375
3021, 1659.6924010515213, 1, 13.772124815004645, 264, 1088331,                                             1000000, 0.0, 6256.42236328125
3022, 40.936786502599716, 1, 33.78295405200333, 652, 1088983,                                             1000000, 0.0, 5883.68505859375
3023, 1027.417971253395, 1, 21.174397196999053, 418, 1089401,                                             1000000, 0.0, 5946.8837890625
3024, -73.20376375317574, 1, 18.749343372997828, 359, 1089760,                                             1000000, 0.0, 4878.70556640625
3025, 1818.154769450426, 1, 12.532382139004767, 243, 1090003,                                             1000000, 0.0, 5254.83837890625
3026, -2620.9120641946793, 3, 4.936425610008882, 94, 1090097,                                             1000000, 0.0, 5994.994140625
3027, 1797.6241599917412, 1, 12.354582766987733, 243, 1090340,                                             1000000, 0.0, 5255.75341796875
3028, -258.82989794015884, 1, 34.58569953699771, 677, 1091017,                                             1000000, 0.0, 6288.61083984375
3029, -913.5557669997215, 1, 42.0052410030039, 816, 1091833,                                             1000000, 0.0, 5604.1396484375
3030, 1007.8558161258698, 1, 22.98232420500426, 453, 1092286,                                             1000000, 0.0, 5286.91455078125
3031, 1714.5131605267525, 1, 9.920953842010931, 197, 1092483,                                             1000000, 0.0, 5630.04248046875
3032, 909.8101888895035, 1, 20.552250235006795, 410, 1092893,                                             1000000, 0.0, 5720.79638671875
3033, 2051.8992802500725, 1, 9.747009389000596, 205, 1093098,                                             1000000, 0.0, 6756.5908203125
3034, -3541.2536762952805, 2, 9.12362148599641, 180, 1093278,                                             1000000, 0.0, 6512.45849609375
3035, 1599.0264486670494, 1, 16.56291590500041, 342, 1093620,                                             1000000, 0.0, 5692.3505859375
3036, -281.1736112535, 1, 39.80783561899443, 825, 1094445,                                             1000000, 0.0, 5165.30224609375
3037, 1734.5788129270077, 1, 11.929638420013362, 251, 1094696,                                             1000000, 0.0, 5440.2080078125
3038, 137.9917804300785, 1, 17.76940266499878, 371, 1095067,                                             1000000, 0.0, 5130.66796875
3039, -688.6733683347702, 1, 24.18547625899373, 492, 1095559,                                             1000000, 0.0, 5324.14990234375
3040, -739.6014682203531, 1, 26.001589389998117, 556, 1096115,                                             1000000, 0.0, 5026.74951171875
3041, -2049.698857486248, 1, 31.5603579620074, 667, 1096782,                                             1000000, 0.0, 6126.18994140625
3042, 761.6224113702774, 1, 25.584299804002512, 543, 1097325,                                             1000000, 0.0, 4924.01318359375
3043, 914.5867848992348, 1, 24.35908840499178, 518, 1097843,                                             1000000, 0.0, 5773.1220703125
3044, 804.4424299299717, 1, 26.167611677999957, 553, 1098396,                                             1000000, 0.0, 6066.6005859375
3045, -2886.0227932929993, 2, 7.139241213997593, 146, 1098542,                                             1000000, 0.0, 5412.0419921875
3046, 1210.352506160736, 1, 11.145872556997347, 227, 1098769,                                             1000000, 0.0, 5167.19775390625
3047, -2671.8783878087997, 2, 5.335970346000977, 96, 1098865,                                             1000000, 0.0, 3383.737548828125
3048, 1929.7154394984245, 1, 10.550191114001791, 215, 1099080,                                             1000000, 0.0, 5417.58544921875
3049, -1337.9193592369556, 1, 36.41547393500514, 735, 1099815,                                             1000000, 0.0, 5275.64697265625
3050, -4196.87993657589, 3, 11.528923234000104, 236, 1100051,                                             1000000, 0.0, 5115.69775390625
3051, 1469.3762919008732, 1, 16.565517460010597, 344, 1100395,                                             1000000, 0.0, 4624.6953125
3052, 1624.440970003605, 1, 15.141230712004472, 306, 1100701,                                             1000000, 0.0, 5207.62353515625
3053, -1224.4856571555138, 1, 29.002778755006148, 593, 1101294,                                             1000000, 0.0, 5197.14404296875
3054, -4350.51261562109, 1, 41.24254882699461, 850, 1102144,                                             1000000, 0.0, 5101.0234375
3055, -2998.3220539093018, 3, 2.088779532990884, 39, 1102183,                                             1000000, 0.0, 4579.3291015625
3056, 1003.3232332766056, 1, 19.978747257002397, 430, 1102613,                                             1000000, 0.0, 5107.52978515625
