episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
67, -6895.401648402214, 2, 43.002463136002916, 726, 46320,                                             46320, 0.0, 7494.474609375
68, -4310.77593588829, 3, 24.366427928998746, 427, 46747,                                             46747, 0.0, 7188.193359375
69, -4426.265513181686, 2, 28.392724624001858, 491, 47238,                                             47238, 0.0, 7144.88037109375
70, -4372.426675081253, 2, 24.773614096997335, 419, 47657,                                             47657, 0.0, 7199.87548828125
71, -2845.9607082009315, 2, 11.600127827001415, 190, 47847,                                             47847, 0.0, 6988.27783203125
72, 2274.6550431847572, 1, 5.326526267999725, 88, 47935,                                             47935, 0.0, 7492.73486328125
73, -3359.8645169734955, 2, 14.53948559300261, 240, 48175,                                             48175, 0.0, 7236.32861328125
74, -3976.2002873420715, 4, 49.44927345600081, 836, 49011,                                             49011, 0.0, 7423.38330078125
75, -3722.2235595583916, 2, 22.534414399000525, 375, 49386,                                             49386, 0.0, 6897.7626953125
76, -7063.5285584926605, 2, 43.822354481999355, 744, 50130,                                             50130, 0.0, 6673.5498046875
77, -2855.5803439617157, 2, 7.121782529000484, 118, 50248,                                             50248, 0.0, 7565.443359375
78, -2682.2605304718018, 2, 8.32191988699924, 134, 50382,                                             50382, 0.0, 7853.15576171875
79, -3615.922646999359, 4, 50.4329767929994, 859, 51241,                                             51241, 0.0, 7456.12548828125
80, -4002.7080245018005, 3, 24.56177791400114, 410, 51651,                                             51651, 0.0, 7448.1806640625
81, -4587.114659309387, 4, 49.74240591200214, 853, 52504,                                             52504, 0.0, 6710.37451171875
82, -2966.6249589920044, 2, 8.301029823000135, 132, 52636,                                             52636, 0.0, 7556.2001953125
83, -4482.510607123375, 3, 27.178701274999185, 462, 53098,                                             53098, 0.0, 7205.1484375
84, -3632.351358652115, 2, 20.967997732001095, 352, 53450,                                             53450, 0.0, 7120.662109375
85, -5005.252652645111, 2, 36.59789682799965, 609, 54059,                                             54059, 0.0, 6733.6923828125
86, -5812.6412707567215, 3, 45.419292870999925, 767, 54826,                                             54826, 0.0, 7061.40087890625
87, -3935.424331307411, 4, 50.44596264400025, 867, 55693,                                             55693, 0.0, 7018.2421875
88, -3995.8403401374817, 4, 50.83077982200484, 861, 56554,                                             56554, 0.0, 6761.8154296875
89, 208.43760818243027, 1, 36.209613594000984, 607, 57161,                                             57161, 0.0, 6957.47705078125
90, -4132.4769282341, 2, 26.7652811950029, 446, 57607,                                             57607, 0.0, 6556.46240234375
91, -5173.311194300652, 2, 33.27293820199702, 562, 58169,                                             58169, 0.0, 6295.41259765625
92, 900.6170529127121, 1, 25.194879761002085, 438, 58607,                                             58607, 0.0, 6413.02001953125
93, -5260.631847083569, 3, 25.94672931900277, 457, 59064,                                             59064, 0.0, 7224.48681640625
94, -4057.370391845703, 2, 13.536502618997474, 238, 59302,                                             59302, 0.0, 7304.14990234375
95, -4832.0916912555695, 2, 37.204201752996596, 668, 59970,                                             59970, 0.0, 6448.57568359375
96, -4080.826765179634, 3, 24.958973171000252, 454, 60424,                                             60424, 0.0, 6498.61181640625
97, -3984.045958518982, 3, 21.57156802800455, 391, 60815,                                             60815, 0.0, 6787.57666015625
98, -8060.473754405975, 3, 49.040604342000734, 908, 61723,                                             61723, 0.0, 6311.23583984375
99, -2961.1102855801582, 2, 7.330880481000349, 126, 61849,                                             61849, 0.0, 5267.541015625
100, -3810.414139211178, 4, 49.83058020700264, 931, 62780,                                             62780, 0.0, 7318.80712890625
101, -5472.7667316794395, 2, 31.753005632999702, 576, 63356,                                             63356, 0.0, 6450.296875
102, -6653.223389983177, 4, 49.824494050000794, 909, 64265,                                             64265, 0.0, 6493.484375
103, -5067.6182762384415, 4, 50.44127967300301, 926, 65191,                                             65191, 0.0, 6451.748046875
104, -3923.6396321058273, 4, 49.64108412100177, 914, 66105,                                             66105, 0.0, 6164.95068359375
105, -5234.527002155781, 4, 50.03012868299993, 903, 67008,                                             67008, 0.0, 6177.16796875
106, -4050.3840854763985, 2, 15.940352603000065, 275, 67283,                                             67283, 0.0, 6432.48193359375
107, -3389.402678847313, 3, 17.355560285999672, 307, 67590,                                             67590, 0.0, 6187.81298828125
